timestamp,plot,type,chamber,status,chamber_block,counter,conc.cos.1.pmol_mol,conc.co2.1.umol_mol,conc.co2.2.umol_mol,conc.h2o.mmol_mol,conc.co.nmol_mol,conc.cos.2.pmol_mol,conc.cos.mean.pmol_mol,conc.co2.mean.umol_mol,conc.cos.mean_sd.pmol_mol,conc.co2.mean_sd.umol_mol,temp.air.ambient.c,par.ambient.umol_m2_s1,conc.h2o.irga.ambient.mmol_mol,conc.co2.irga.ambient.umol_mol,P.irga.kPa,par.chb_irr1.umol_m2_s1,par.chb_ctr2.umol_m2_s1,par.chs_irr3.umol_m2_s1,par.chs_ctr4.umol_m2_s1,par.chs_irr5.umol_m2_s1,par.chs_ctr6.umol_m2_s1,temp.leaf.chb_irr1.c,temp.air.chb_irr1.c,temp.leaf.chb_ctr2.c,temp.air.chb_ctr2.c,temp.laserbox.c,pump.flow.chb_irr1.slpm,pump.flow.chb_ctr2.slpm,pump.flow.chs_irr3.slpm,pump.flow.chs_ctr4.slpm,pump.flow.chs_irr5.slpm,pump.flow.chs_ctr6.slpm,day_night,par.current.chamber.umol_m2_s1,temp.leaf.current.chamber.c,temp.soil.current.chamber.c,temp.air.current.chamber.c,pump.flow.current.chamber.slpm,surface.area.m2,flag,conc.h2o.calibrated.mmol_mol,conc.co2.calibrated.umol_mol
2022-01-13 00:09:30,irr,soil,chs_irr3,cc,0,-29,307.3198001782287,478.43970199725254,478.38701270738676,7.623268,26.64521,308.4768991636962,307.8983496709625,478.4133573523196,0.818192539128133,0.037256954159998114,9.808264,0.0,4.474515,414.8259,93.93648,0.0,0.0,,,,,9.4130885,9.056814000000001,8.8530515,8.5558125,20.70029,,,0.946742,1.360771,,,0,,,,,,,0,,
2022-01-13 00:09:31,irr,soil,chs_irr3,cc,0,-28,302.77402899643545,477.74112371869387,477.73986671774287,7.621548,26.65492,302.8596486838498,302.8168388401426,477.74049521821837,0.06054226157375985,0.0008888338964100456,9.825413999999999,0.0,4.481336000000001,414.55305,,0.0,0.0,,,,,9.41326305,9.057070566666667,8.854777883333332,8.55561685,20.700390666666667,,,0.94537785,1.3556555000000001,,,0,,,,,,,0,,
2022-01-13 00:09:32,irr,soil,chs_irr3,cc,0,-27,309.3514179462572,477.49716078410654,477.49737028426506,7.621912,26.84789,309.3840978886756,309.3677579174664,477.4972655341858,0.02310820889286488,0.0001481389827484057,9.842564,0.0,4.488157,414.2802,93.93648,0.0,0.0,,,,,9.4134376,9.057327133333333,8.856504266666667,8.5554212,20.700491333333332,,,0.9440137,1.35054,,,0,,,,,,,0,,
2022-01-13 00:09:33,irr,soil,chs_irr3,cc,0,-26,303.35645427748835,477.77013949064786,477.7616547342281,7.609931,26.83158,303.32624074581844,303.3413475116534,477.765897112438,0.02136419312739143,0.005999628801129557,9.842564,0.0,4.481336000000001,414.58034999999995,,0.0,0.0,,,,,9.41361215,9.0575837,8.85823065,8.55522555,20.700592,,,0.94537785,1.345424,,,0,,,,,,,0,,
2022-01-13 00:09:34,irr,soil,chs_irr3,cc,0,-25,302.80908726350424,477.77013949064786,477.79716501109584,7.60145,27.41168,303.32624074581844,303.0676640046613,477.78365225087185,0.36568273425860787,0.019109928773861033,9.842564,0.0,4.474515,414.8805,93.93648,0.0,0.0,,,,,9.4137867,9.057840266666666,8.859957033333332,8.555029900000001,20.700692666666665,,,0.946742,1.340308,,,0,,,,,,,0,,
2022-01-13 00:09:35,irr,soil,chs_irr3,cc,0,-24,306.85003701672605,477.71357444784957,477.7113746961852,7.598288,27.68327,306.8625452426652,306.8562911296956,477.7124745720174,0.00884465138218174,0.0015554593187979684,9.8286845,0.0,4.481336000000001,414.6622,,0.0,0.0,,,,,9.41396125,9.058096833333334,8.861683416666667,8.55483425,20.700793333333333,,,0.946742,1.3658865,,,0,,,,,,,0,,
2022-01-13 00:09:36,irr,soil,chs_irr3,cc,0,-23,311.9184230189196,477.75872173200895,477.7657399873191,7.608188,27.00432,311.90767651494383,311.91304976693175,477.762230859664,0.0075989258353231165,0.004962655921890717,9.814805,0.0,4.488157,414.4439,93.94193,0.0,0.0,,,,,9.4141358,9.0583534,8.8634098,8.5546386,20.700893999999998,,,0.946742,1.391465,,,0,,,,,,,0,,
2022-01-13 00:09:37,irr,soil,chs_irr3,cc,0,-22,307.30517788593363,477.8279615343972,477.82282878051365,7.600996,26.69521,307.29954037565125,307.3023591307924,477.82539515745543,0.003986321749682313,0.003629405077235454,9.814805,0.0,4.488157,413.6254,,0.0,0.0,,,,,9.41431035,9.058609966666667,8.865136183333332,8.55444295,20.700994666666666,,,0.94537785,1.382939,,,0,,,,,,,0,,
2022-01-13 00:09:38,irr,soil,chs_irr3,cc,0,-21,308.71032732382776,477.8279615343972,477.72373520553737,7.597278,27.14671,307.29954037565125,308.0049338497395,477.7758483699673,0.997577017865083,0.07369914391498048,9.814805,0.0,4.488157,412.8069,93.93648,0.0,0.0,,,,,9.4144849,9.058866533333333,8.866862566666667,8.5542473,20.70109533333333,,,0.9440137,1.374413,,,0,,,,,,,0,,
2022-01-13 00:09:39,irr,soil,chs_irr3,cc,0,-20,312.5209319303537,477.21517357074924,477.2066888143296,7.585215,27.43359,312.5936029613381,312.5572674458459,477.2109311925394,0.05138617880488355,0.005999628801049168,9.815306,0.0,4.494978,413.4208,,0.0,0.0,,,,,9.41465945,9.0591231,8.86858895,8.55405165,20.701196,,,0.9433316,1.382939,,,0,,,,,,,0,,
2022-01-13 00:09:40,irr,soil,chs_irr3,cc,0,-19,306.1213888127228,476.799420506182,476.8019345080842,7.588879,27.79404,306.1742404716205,306.1478146421716,476.80067750713306,0.03737176640354802,0.0017776677929406742,9.815807,0.0,4.501799,414.0347,93.93648,0.0,0.0,,,,,9.414833999999999,9.059379666666667,8.870315333333332,8.553856,20.701296666666664,,,0.9426495,1.391465,,,0,,,,,,,0,,
