timestamp,plot,type,chamber,status,chamber_block,counter,cos.1.pmol_mol,co2.1.umol_mol,co2.2.umol_mol,h2o.mmol_mol,co.nmol_mol,cos.2.pmol_mol,cos.mean.pmol_mol,co2.mean.umol_mol,cos.mean_sd.pmol_mol,co2.mean_sd.umol_mol,temp.air.ambient.c,par.ambient.umol_m2_s1,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol,P.irga.kPa,par.chb_irr1.umol_m2_s1,par.chb_con2.umol_m2_s1,par.chs_irr3.umol_m2_s1,par.chs_con4.umol_m2_s1,par.chs_irr5.umol_m2_s1,par.chs_con6.umol_m2_s1,temp.leaf.chb_irr1.c,temp.air.chb_irr1.c,temp.leaf.chb_con2.c,temp.air.chb_con2.c,temp.laserbox.c,pump.flow.chb_irr1.slpm,pump.flow.chb_con2.slpm,pump.flow.chs_irr3.slpm,pump.flow.chs_con4.slpm,pump.flow.chs_irr5.slpm,pump.flow.chs_con6.slpm,day_night,par.current.chamber.umol_m2_s1,temp.leaf.current.chamber.c,temp.air.current.chamber.c,pump.flow.current.chamber.slpm,leaf.area.m2,flag,h2o.calibrated.mmol_mol,co2.calibrated.umol_mol
2022-01-12 13:33:30,con,branch,chb_con2,cc,95,-29,366.16175418151903,421.07300684243904,421.0698643400614,3.669679,16.34239,366.1690653276666,366.1654097545928,421.0714355912502,0.005169761019193986,0.002222084741145697,17.78581,160.8013,3.858469,412.9899,93.92867,0.0,438.38585,,,,,18.685375,18.27118,21.080309999999997,21.48408,21.124845,8.480453,4.209549,,,,,1,438.38585,21.080309999999997,21.48408,4.209549,,0,,
2022-01-12 13:33:31,con,branch,chb_con2,cc,95,-28,371.1276079654511,421.08934785480295,421.0877766036141,3.667299,16.37427,371.12690327666576,371.12725562105845,421.0885622292085,0.0004982902187354106,0.0011110423705929457,17.81113,161.16595,3.8516519999999996,413.6443,,0.0,438.614175,,,,,18.68780883333333,18.271594,21.081766,21.485763666666667,21.124551166666667,8.485225,4.166942499999999,,,,,1,438.614175,21.081766,21.485763666666667,4.166942499999999,,0,,
2022-01-12 13:33:32,con,branch,chb_con2,cc,95,-27,377.126975939128,421.09018585543697,421.0912333562295,3.66897,15.91746,377.1258308198519,377.12640337948994,421.09070960583324,0.000809721605389775,0.0007406949137018342,17.83645,161.5306,3.844835,414.2987,93.92867,0.0,438.84250000000003,,,,,18.690242666666666,18.272008,21.083222,21.487447333333336,21.124257333333333,8.489997,4.124336,,,,,1,438.84250000000003,21.083222,21.487447333333336,4.124336,,0,,
2022-01-12 13:33:33,con,branch,chb_con2,cc,95,-26,370.7920880175487,421.197345186516,421.20446819190533,3.680276,16.40389,370.772268645462,370.78217833150535,421.2009066892107,0.014014412401335533,0.005036725413244823,17.865985000000002,161.7129,3.8311754999999996,413.4257,,0.0,439.070825,,,,,18.692676499999997,18.272422,21.084678,21.489131,21.1239635,8.488577,4.1260125,,,,,1,439.070825,21.084678,21.489131,4.1260125,,0,,
2022-01-12 13:33:34,con,branch,chb_con2,cc,95,-25,368.30356765834927,421.197345186516,421.20876294515483,3.703665,16.23346,370.772268645462,369.5379181519056,421.20305406583543,1.7456352087093523,0.008073574559486653,17.89552,161.8952,3.817516,412.5527,93.92848,0.0,439.29915,,,,,18.695110333333332,18.272835999999998,21.086133999999998,21.49081466666667,21.123669666666665,8.487157,4.127689,,,,,1,439.29915,21.086133999999998,21.49081466666667,4.127689,,0,,
2022-01-12 13:33:35,con,branch,chb_con2,cc,95,-24,377.7227903071017,421.24511122265665,421.23955946845615,3.694648,15.99571,377.72358308198517,377.7231866945434,421.2423353455564,0.0005605764960421669,0.003925683042651877,17.92044,161.5306,3.824333,412.68905,,0.0,439.527475,,,,,18.697544166666667,18.27325,21.08759,21.492498333333334,21.12337583333333,8.4885205,4.1651825,,,,,1,439.527475,21.08759,21.492498333333334,4.1651825,,0,,
2022-01-12 13:33:36,con,branch,chb_con2,cc,95,-23,375.1112136687688,421.24511122265665,421.20195419000316,3.707694,16.0636,377.72358308198517,376.417398375377,421.22353270632993,1.8472241270496077,0.03051663044516672,17.94536,161.166,3.83115,412.8254,93.92848,0.0,439.7558,,,,,18.699977999999998,18.273664,21.089046,21.494182000000002,21.123082,8.489884,4.202676,,,,,1,439.7558,21.089046,21.494182000000002,4.202676,,0,,
2022-01-12 13:33:37,con,branch,chb_con2,cc,95,-22,376.85082602138743,421.20195419000316,421.2111721969777,3.716644,16.46194,375.1112136687688,375.9810198450781,421.2065631934904,1.2300916911725108,0.00651811524072888,17.98755,161.5306,3.824333,412.8254,,0.0,439.984125,,,,,18.702411833333333,18.274078,21.090502,21.495865666666667,21.122788166666666,8.487157,4.173704000000001,,,,,1,439.984125,21.090502,21.495865666666667,4.173704000000001,,0,,
2022-01-12 13:33:38,con,branch,chb_con2,cc,95,-21,373.73478029887576,421.2111721969777,421.1524074025151,3.723408,16.47137,376.85082602138743,375.2928031601316,421.1817897997464,2.203377060875338,0.041552984659541096,18.02974,161.8952,3.817516,412.8254,93.92848,0.0,440.21245,,,,,18.704845666666664,18.274492,21.091957999999998,21.497549333333335,21.122494333333332,8.48443,4.144732,,,,,1,440.21245,21.091957999999998,21.497549333333335,4.144732,,0,,
2022-01-12 13:33:39,con,branch,chb_con2,cc,95,-20,366.87375411296955,421.1307241361091,421.1133356229526,3.695551,16.01919,366.89251645187824,366.8831352824239,421.1220298795308,0.013266977073252513,0.012295535567715732,18.038575,162.0775,3.817516,413.16625,,0.0,440.440775,,,,,18.7072795,18.274905999999998,21.093414,21.499233,21.122200499999998,8.4967005,4.132802,,,,,1,440.440775,21.093414,21.499233,4.132802,,0,,
2022-01-12 13:33:40,con,branch,chb_con2,cc,95,-19,373.1116592404716,421.13784714149847,421.13344763816974,3.68852,16.16406,373.11491842610366,373.11328883328764,421.1356473898341,0.0023045922615558124,0.003110918637595937,18.04741,162.2598,3.817516,413.5071,93.92848,0.0,440.6691,,,,,18.709713333333333,18.27532,21.09487,21.50091666666667,21.121906666666664,8.508971,4.120872,,,,,1,440.6691,21.09487,21.50091666666667,4.120872,,0,,
